Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Bsmt Bath,Bath AbvGr,Total SF,Overall Qu Co Avg,Age Sold,Remodel Age,Second Story
2227,909452102,20,RL,0,17871,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1680,1680,GasA,Gd,Y,SBrkr,1680,0,0,1680,4,1,Gd,9.0,Typ,0,NA,Attchd,1996,Unf,2.0,628.0,TA,TA,Y,152,0,0,0,0,0,NA,NA,NA,0,6,2007,WD ,170000,0.0,2.0,3360,4.5,12,11,1
669,535402270,20,RL,77,11500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,Fa,TA,CBlock,TA,Fa,No,BLQ,872,Rec,60,108,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,3,1,TA,7.0,Min1,1,Po,Attchd,1967,RFn,2.0,480.0,TA,TA,Y,0,0,156,0,0,0,NA,MnPrv,NA,0,5,2009,WD ,163000,1.0,1.0,2080,5.0,42,42,1
1772,528364110,60,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,4,1,Gd,11.5,Typ,1,TA,Attchd,1995,RFn,3.0,752.0,TA,TA,Y,222,98,0,0,0,0,NA,NA,NA,0,11,2007,WD ,290000,0.0,2.5,3849,6.5,12,12,0
1775,528376010,60,RL,82,9044,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526,Gd,Gd,PConc,Gd,TA,No,GLQ,1225,Unf,0,100,1325,GasA,Ex,Y,SBrkr,1335,1203,0,2538,4,1,Gd,10.5,Typ,1,TA,Attchd,1996,RFn,3.0,933.0,TA,TA,Y,198,92,0,0,0,0,NA,NA,NA,0,5,2007,WD ,330000,0.0,2.5,3863,6.5,11,10,0
403,527450280,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,BLQ,254,Unf,0,229,483,GasA,TA,Y,SBrkr,483,504,0,987,2,1,TA,6.5,Typ,0,NA,Detchd,1973,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD ,111000,1.0,1.5,1470,5.5,36,36,0
2792,907254050,60,RL,45,9468,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148,TA,TA,PConc,Gd,TA,Mn,GLQ,639,Unf,0,201,840,GasA,Ex,Y,SBrkr,840,915,0,1755,3,1,TA,9.5,Typ,1,TA,Attchd,1999,RFn,2.0,530.0,TA,TA,Y,176,73,0,0,0,0,NA,NA,NA,0,8,2006,WD ,214000,1.0,2.5,2595,5.5,7,7,0
1247,535302130,20,RL,102,9373,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84,TA,TA,CBlock,TA,TA,No,Rec,500,LwQ,196,456,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,3,1,TA,7.5,Typ,0,NA,Detchd,1971,Unf,2.0,636.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD ,137500,0.0,1.5,2304,5.5,55,55,1
384,527364030,60,FV,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,622,Unf,0,304,926,GasA,Ex,Y,SBrkr,1016,868,0,1884,3,1,Ex,9.5,Typ,1,Ex,Attchd,2003,RFn,2.0,581.0,TA,TA,Y,0,35,0,0,0,0,NA,NA,NA,0,6,2009,WD ,240900,1.0,2.5,2810,6.0,6,6,0
91,533130020,60,RL,107,10186,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,3,1,Gd,10.5,Typ,1,TA,Attchd,1992,RFn,2.0,564.0,TA,TA,Y,240,39,0,0,0,0,NA,NA,NA,0,6,2010,WD ,190000,1.0,2.5,2673,6.0,18,18,0
863,907250070,20,RL,90,11664,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234,Unf,0,335,1569,GasA,Ex,Y,SBrkr,1611,0,0,1611,3,1,Gd,8.0,Typ,0,NA,Attchd,2002,RFn,3.0,1231.0,TA,TA,Y,262,93,0,0,0,0,NA,NA,NA,0,9,2009,WD ,250000,1.0,2.0,3180,6.0,7,7,1
1857,533252130,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,1976,2004,Gable,CompShg,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,3,1,Gd,8.0,Typ,1,Fa,Attchd,1976,RFn,2.0,528.0,TA,TA,Y,0,21,0,0,180,0,NA,NA,NA,0,7,2007,WD ,218000,1.0,2.0,2874,6.5,31,3,1
1870,534151180,60,RL,78,10530,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194,Gd,TA,PConc,Gd,TA,No,GLQ,819,Unf,0,329,1148,GasA,Ex,Y,SBrkr,1091,984,0,2075,3,1,Gd,10.5,Typ,1,Gd,Attchd,1993,Unf,2.0,473.0,TA,TA,Y,235,86,0,0,0,0,NA,NA,NA,0,8,2007,WD ,255000,1.0,2.5,3223,6.5,14,14,0
2318,527108020,20,RL,50,14859,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,GasA,Ex,Y,SBrkr,1670,0,0,1670,3,1,Gd,9.0,Typ,1,Gd,Attchd,2006,RFn,3.0,690.0,TA,TA,Y,144,60,0,0,0,0,NA,NA,NA,0,8,2006,New,240000,0.0,2.0,3340,6.0,0,0,1
2100,906378150,20,RL,93,10481,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2140,2140,GasA,Ex,Y,SBrkr,2140,0,0,2140,3,1,Gd,10.5,Typ,0,NA,Attchd,2006,Fin,3.0,894.0,TA,TA,Y,136,32,0,0,0,0,NA,NA,NA,0,6,2007,New,360000,0.0,2.5,4280,6.5,1,0,1
1213,534403080,80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,3,1,Gd,8.0,Typ,1,Gd,Attchd,1965,RFn,2.0,502.0,TA,TA,Y,0,92,0,96,0,0,NA,MnPrv,NA,0,10,2008,WD ,179900,0.5,2.0,2484,6.5,43,9,1
2046,904101070,50,RL,138,18030,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,1636,971,479,3086,3,1,Ex,15.0,Maj1,1,Gd,NA,2007,NA,0.0,0.0,NA,NA,Y,122,0,0,0,0,0,NA,MnPrv,NA,0,3,2007,WD ,200500,0.0,3.0,4684,5.5,61,13,0
710,902205030,50,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,600,600,Grav,Fa,N,SBrkr,600,368,0,968,2,1,TA,7.0,Typ,0,NA,NA,2009,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,5,2009,WD ,37900,0.0,1.0,1568,4.5,99,59,0
2268,916455050,20,RL,0,6718,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86,Gd,TA,PConc,Ex,TA,Mn,GLQ,250,Unf,0,1017,1267,GasA,Ex,Y,SBrkr,1312,0,0,1312,2,1,Gd,7.0,Typ,0,NA,Attchd,2001,Unf,2.0,471.0,TA,TA,Y,256,28,0,0,0,0,NA,NA,NA,0,1,2007,WD ,180500,0.0,2.0,2579,6.5,6,6,1
816,906230010,90,RL,0,11855,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23,TA,TA,PConc,Ex,TA,No,GLQ,820,Unf,0,348,1168,GasA,Ex,Y,SBrkr,1168,1619,0,2787,6,2,TA,13.0,Typ,2,TA,BuiltIn,2000,Fin,4.0,820.0,TA,TA,Y,312,0,0,0,0,0,NA,NA,NA,0,10,2009,WD ,269500,2.0,5.0,3955,6.0,9,9,0
1616,527105140,60,RL,0,12394,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,886,0,1733,3,1,Gd,9.5,Typ,1,Gd,BuiltIn,2003,Fin,2.0,433.0,TA,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,10,2007,WD ,225000,0.0,2.5,2580,6.0,4,4,0
2233,910200110,50,RM,50,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,375,Unf,0,345,720,GasA,Gd,Y,FuseA,720,495,0,1215,3,1,Gd,7.0,Typ,0,NA,Detchd,1965,Fin,2.0,720.0,TA,TA,Y,0,0,30,0,0,0,NA,MnPrv,NA,0,5,2007,WD ,141000,0.0,1.0,1935,6.5,67,57,0
439,528120030,20,RL,87,10367,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015,Unf,0,724,1739,GasA,Ex,Y,SBrkr,1743,0,0,1743,3,1,Ex,10.0,Typ,1,Gd,Attchd,2008,RFn,3.0,927.0,TA,TA,Y,168,45,0,0,0,0,NA,NA,NA,0,6,2009,ConLI,335000,1.0,2.0,3482,7.0,1,1,1
260,907200280,20,RL,38,15240,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1977,2004,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,Gd,CBlock,Gd,TA,No,GLQ,198,Rec,688,140,1026,GasA,Ex,Y,SBrkr,1026,0,0,1026,3,1,TA,6.5,Typ,0,NA,Attchd,1977,Unf,1.0,308.0,TA,TA,Y,316,85,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD ,150000,1.0,1.5,2052,6.5,33,6,1
2523,533350050,20,RL,68,50271,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,0,1,Gd,5.5,Typ,1,Gd,Attchd,1981,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,0,0,NA,NA,NA,0,11,2006,WD ,385000,2.0,0.5,3684,7.0,25,19,1
627,535125090,60,RL,85,13600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,No,BLQ,454,Unf,0,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,3,1,TA,9.5,Typ,3,Fa,Attchd,1965,Unf,2.0,486.0,TA,TA,Y,0,42,0,0,189,0,NA,NA,NA,0,10,2009,WD ,205000,0.0,2.5,2754,6.5,44,19,0
251,906380190,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24,Gd,TA,PConc,Gd,TA,Av,GLQ,686,Unf,0,501,1187,GasA,Ex,Y,SBrkr,1208,0,0,1208,2,1,Gd,8.0,Typ,0,NA,Attchd,2006,RFn,2.0,632.0,TA,TA,Y,105,61,0,0,0,0,NA,NA,NA,0,2,2010,WD ,206000,1.0,2.0,2395,6.0,4,4,1
2163,907414060,20,RL,63,8500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1422,1422,GasA,Ex,Y,SBrkr,1422,0,0,1422,3,1,Gd,9.0,Typ,0,NA,Attchd,2004,RFn,2.0,626.0,TA,TA,Y,192,60,0,0,0,0,NA,NA,NA,0,11,2007,WD ,179600,0.0,2.0,2844,6.0,3,3,1
2819,908102330,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,2,1,TA,7.0,Typ,0,NA,Detchd,1951,Unf,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2006,COD,102000,0.0,1.0,2056,4.5,55,55,1
1025,527326130,20,RL,0,15611,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,GasA,TA,Y,SBrkr,1126,0,0,1126,3,1,Ex,8.0,Typ,0,NA,Attchd,1977,RFn,2.0,540.0,TA,TA,Y,180,0,0,0,0,0,NA,NA,NA,0,3,2008,WD ,175000,0.5,2.0,2252,5.5,31,31,1
2592,535327210,20,RL,70,13300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,494,Unf,0,521,1015,GasA,Gd,Y,SBrkr,1384,0,0,1384,2,1,TA,7.0,Min1,0,NA,Attchd,2001,Unf,2.0,896.0,TA,TA,Y,75,0,0,323,0,0,NA,NA,Shed,400,6,2006,WD ,159000,1.0,1.0,2399,5.0,50,5,1
1491,908103280,20,RL,65,6500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84,TA,TA,CBlock,TA,Ex,No,BLQ,1033,Unf,0,94,1127,GasA,TA,Y,SBrkr,1127,0,0,1127,3,1,TA,7.5,Typ,1,Po,Detchd,1991,Unf,2.0,480.0,TA,TA,Y,0,0,138,0,0,0,NA,NA,NA,0,5,2008,WD ,135000,0.5,1.5,2254,6.0,32,32,1
2742,905452140,50,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,GasA,Gd,Y,SBrkr,1216,639,0,1855,4,1,TA,9.0,Typ,0,NA,Attchd,1954,Unf,1.0,325.0,TA,TA,Y,182,0,0,0,0,0,NA,NA,NA,0,10,2006,WD ,136900,0.0,2.0,2849,5.0,52,34,0
2497,532378160,20,RL,65,6993,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,GasA,TA,Y,SBrkr,1236,0,0,1236,3,1,TA,7.0,Typ,1,TA,Attchd,1961,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,135000,0.0,1.0,2148,6.0,45,12,1
495,528315090,60,RL,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,3,1,Gd,10.5,Typ,1,Gd,Attchd,1999,RFn,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,NA,NA,NA,0,7,2009,WD ,337000,1.0,2.5,3617,6.5,10,10,0
2528,534128210,60,RL,0,11029,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,1512,1142,0,2654,4,1,Gd,11.5,Typ,1,Gd,Attchd,1968,Unf,2.0,619.0,TA,TA,Y,0,65,0,0,222,0,NA,NA,NA,0,8,2006,WD ,250000,1.0,2.5,3708,6.5,38,22,0
1033,527380240,60,RL,0,14311,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402,Gd,TA,PConc,Gd,TA,No,GLQ,1023,Unf,0,213,1236,GasA,Ex,Y,SBrkr,1236,1104,0,2340,4,1,Gd,11.5,Typ,1,Gd,Attchd,1996,RFn,3.0,787.0,TA,TA,Y,192,180,218,0,0,0,NA,GdPrv,NA,0,6,2008,WD ,306000,1.0,2.5,3576,6.5,12,12,0
764,904301070,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,3,1,TA,8.0,Typ,0,NA,NA,2009,NA,0.0,0.0,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD ,179000,3.0,3.0,2400,5.0,22,21,1
1165,533212150,160,FV,34,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,2,1,Gd,7.0,Typ,0,NA,Detchd,2007,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,NA,NA,NA,0,2,2008,WD ,146000,0.0,2.0,2081,6.0,1,1,0
2037,903457040,50,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,Fa,No,LwQ,375,Unf,0,763,1138,GasA,Gd,Y,SBrkr,1138,1042,0,2180,3,1,TA,8.5,Typ,1,Gd,Detchd,2006,Unf,2.0,720.0,TA,TA,N,0,0,170,0,0,0,NA,NA,NA,0,5,2007,WD ,161000,0.0,1.5,3318,5.5,92,57,0
113,534152050,20,RL,0,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,3,1,Gd,8.0,Typ,2,TA,Attchd,1977,RFn,2.0,480.0,TA,TA,Y,168,68,0,0,0,0,NA,NA,NA,0,2,2010,WD ,205000,1.0,2.0,3220,6.5,33,9,1
1572,916226030,120,RL,42,4084,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340,Gd,TA,CBlock,Gd,TA,Av,GLQ,893,Unf,0,384,1277,GasA,Gd,Y,SBrkr,1501,0,0,1501,2,1,Gd,8.0,Typ,1,TA,Attchd,1986,Fin,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,NA,NA,NA,0,7,2008,WD ,241500,1.0,2.0,2778,6.5,22,22,1
2052,905101200,20,RL,61,7943,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192,TA,Fa,CBlock,TA,TA,Mn,Rec,903,Unf,0,126,1029,GasA,Gd,Y,SBrkr,1029,0,0,1029,3,1,TA,6.0,Typ,0,NA,Attchd,1961,Unf,1.0,261.0,TA,TA,Y,64,0,39,0,0,0,NA,NA,NA,0,4,2007,WD ,118500,1.0,1.0,2058,4.5,46,46,1
2702,904101040,80,RL,92,6930,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,3,1,Gd,7.0,Min2,0,NA,BuiltIn,1958,Unf,1.0,288.0,TA,TA,Y,168,0,294,0,0,0,NA,NA,NA,0,7,2006,WD ,130000,0.5,1.0,2414,4.5,48,48,1
1981,902128160,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1940,1950,Gable,CompShg,VinylSd,VinylSd,Stone,279,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,808,808,GasA,Ex,Y,SBrkr,1072,0,0,1072,2,1,TA,6.0,Typ,2,Gd,Detchd,1940,Unf,2.0,379.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2007,WD ,130000,0.0,1.0,1880,6.5,67,57,1
2335,527214060,60,RL,82,16052,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734,Ex,TA,PConc,Ex,TA,No,GLQ,1206,Unf,0,644,1850,GasA,Ex,Y,SBrkr,1850,848,0,2698,4,1,Ex,13.5,Typ,1,Gd,Attchd,2006,RFn,3.0,736.0,TA,TA,Y,250,0,0,0,0,0,NA,NA,NA,0,7,2006,New,535000,1.0,2.5,4548,7.5,0,0,0
563,532378180,20,RL,65,7150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60,TA,TA,CBlock,TA,TA,No,LwQ,140,BLQ,590,182,912,GasA,Gd,Y,SBrkr,912,0,0,912,3,1,TA,7.0,Typ,0,NA,Attchd,1962,Unf,1.0,252.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD ,123000,0.5,1.0,1824,5.5,47,47,1
1502,908201110,90,RL,65,6012,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0,TA,Fa,PConc,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,N,SBrkr,1152,0,0,1152,2,2,TA,8.0,Typ,0,NA,NA,2008,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD ,82000,0.0,2.0,1152,4.5,53,53,1
1310,902300260,75,RM,53,5350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,116,Unf,0,508,624,GasA,Ex,Y,SBrkr,730,720,0,1450,3,1,TA,8.0,Typ,0,NA,Detchd,1935,Unf,1.0,288.0,TA,TA,Y,0,192,0,0,0,0,NA,MnPrv,NA,0,3,2008,WD ,132000,0.0,1.0,2074,7.5,88,43,0
